Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150217/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.27
Liftedindex,6.11
LIFTcomputedusingvirtualtemperature,5.61
SWEATindex,77.62
Kindex,-18.10
Crosstotalsindex,8.10
Verticaltotalsindex,18.10
Totalstotalsindex,26.20
ConvectiveAvailablePotentialEnergy,27.08
CAPEusingvirtualtemperature,48.55
ConvectiveInhibition,-18.36
CINSusingvirtualtemperature,-2.89
EquilibrumLevel,758.61
EquilibrumLevelusingvirtualtemperature,749.62
LevelofFreeConvection,822.90
LFCTusingvirtualtemperature,860.38
BulkRichardsonNumber,44.62
BulkRichardsonNumberusingCAPV,80.00
Temp[K]oftheLiftedCondensationLevel,286.87
Pres[hPa]oftheLiftedCondensationLevel,885.94
Meanmixedlayerpotentialtemperature,296.98
Meanmixedlayermixingratio,11.28
1000hPato500hPathickness,5700.00
Precipitablewater[mm]forentiresounding,24.25
