Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101110/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.25
Liftedindex,4.89
LIFTcomputedusingvirtualtemperature,4.57
SWEATindex,66.81
Kindex,7.30
Crosstotalsindex,13.90
Verticaltotalsindex,20.90
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,1.50
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-9.02
EquilibrumLevelusingvirtualtemperature,835.16
LFCTusingvirtualtemperature,836.54
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.37
Temp[K]oftheLiftedCondensationLevel,284.22
Pres[hPa]oftheLiftedCondensationLevel,882.73
Meanmixedlayerpotentialtemperature,294.54
Meanmixedlayermixingratio,9.49
1000hPato500hPathickness,5655.00
Precipitablewater[mm]forentiresounding,23.74
