Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110124/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.46
Liftedindex,5.68
LIFTcomputedusingvirtualtemperature,5.37
SWEATindex,65.41
Kindex,7.30
Crosstotalsindex,10.10
Verticaltotalsindex,20.10
Totalstotalsindex,30.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.41
Pres[hPa]oftheLiftedCondensationLevel,862.18
Meanmixedlayerpotentialtemperature,296.73
Meanmixedlayermixingratio,9.87
1000hPato500hPathickness,5699.00
Precipitablewater[mm]forentiresounding,21.75
