Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100818/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.85
Liftedindex,14.09
LIFTcomputedusingvirtualtemperature,13.95
SWEATindex,75.99
Kindex,-24.50
Crosstotalsindex,4.70
Verticaltotalsindex,15.70
Totalstotalsindex,20.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.33
Pres[hPa]oftheLiftedCondensationLevel,882.00
Meanmixedlayerpotentialtemperature,289.55
Meanmixedlayermixingratio,6.79
1000hPato500hPathickness,5614.00
Precipitablewater[mm]forentiresounding,13.65
