Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140719/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,19.22
Liftedindex,18.55
LIFTcomputedusingvirtualtemperature,18.48
SWEATindex,264.40
Kindex,-47.90
Crosstotalsindex,-7.10
Verticaltotalsindex,18.90
Totalstotalsindex,11.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.08
Pres[hPa]oftheLiftedCondensationLevel,843.58
Meanmixedlayerpotentialtemperature,283.54
Meanmixedlayermixingratio,3.65
1000hPato500hPathickness,5489.00
Precipitablewater[mm]forentiresounding,5.20
