Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100307/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.42
Liftedindex,4.35
LIFTcomputedusingvirtualtemperature,3.65
SWEATindex,181.39
Kindex,24.90
Crosstotalsindex,14.10
Verticaltotalsindex,16.70
Totalstotalsindex,30.80
ConvectiveAvailablePotentialEnergy,38.09
CAPEusingvirtualtemperature,58.13
ConvectiveInhibition,-2.29
CINSusingvirtualtemperature,-0.80
EquilibrumLevel,790.36
EquilibrumLevelusingvirtualtemperature,786.04
LevelofFreeConvection,918.27
LFCTusingvirtualtemperature,923.65
BulkRichardsonNumber,3.88
BulkRichardsonNumberusingCAPV,5.92
Temp[K]oftheLiftedCondensationLevel,291.22
Pres[hPa]oftheLiftedCondensationLevel,927.26
Meanmixedlayerpotentialtemperature,297.59
Meanmixedlayermixingratio,14.29
1000hPato500hPathickness,5755.00
Precipitablewater[mm]forentiresounding,45.73
