Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110923/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.93
Liftedindex,12.38
LIFTcomputedusingvirtualtemperature,12.15
SWEATindex,81.60
Kindex,-15.10
Crosstotalsindex,10.10
Verticaltotalsindex,19.10
Totalstotalsindex,29.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.08
Pres[hPa]oftheLiftedCondensationLevel,894.72
Meanmixedlayerpotentialtemperature,291.20
Meanmixedlayermixingratio,8.08
1000hPato500hPathickness,5645.00
Precipitablewater[mm]forentiresounding,15.00
