Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160922/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,16.84
Liftedindex,11.77
LIFTcomputedusingvirtualtemperature,11.63
SWEATindex,127.99
Kindex,-44.30
Crosstotalsindex,-3.70
Verticaltotalsindex,21.30
Totalstotalsindex,17.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.77
Pres[hPa]oftheLiftedCondensationLevel,818.77
Meanmixedlayerpotentialtemperature,290.94
Meanmixedlayermixingratio,5.29
1000hPato500hPathickness,5612.00
Precipitablewater[mm]forentiresounding,8.19
