Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130203/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.21
Liftedindex,11.90
LIFTcomputedusingvirtualtemperature,11.57
SWEATindex,134.99
Kindex,-11.10
Crosstotalsindex,12.10
Verticaltotalsindex,15.90
Totalstotalsindex,28.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.14
Pres[hPa]oftheLiftedCondensationLevel,847.54
Meanmixedlayerpotentialtemperature,295.80
Meanmixedlayermixingratio,8.58
1000hPato500hPathickness,5711.00
Precipitablewater[mm]forentiresounding,21.54
