Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100531/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.88
Liftedindex,7.75
LIFTcomputedusingvirtualtemperature,7.62
SWEATindex,164.35
Kindex,12.90
Crosstotalsindex,15.70
Verticaltotalsindex,22.70
Totalstotalsindex,38.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.19
Pres[hPa]oftheLiftedCondensationLevel,895.36
Meanmixedlayerpotentialtemperature,288.17
Meanmixedlayermixingratio,6.62
1000hPato500hPathickness,5516.00
Precipitablewater[mm]forentiresounding,17.71
