Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161228/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.50
Liftedindex,8.11
LIFTcomputedusingvirtualtemperature,7.65
SWEATindex,116.99
Kindex,-25.70
Crosstotalsindex,10.30
Verticaltotalsindex,16.30
Totalstotalsindex,26.60
ConvectiveAvailablePotentialEnergy,0.35
CAPEusingvirtualtemperature,3.69
ConvectiveInhibition,-19.43
CINSusingvirtualtemperature,-9.66
EquilibrumLevel,824.51
EquilibrumLevelusingvirtualtemperature,820.13
LevelofFreeConvection,835.60
LFCTusingvirtualtemperature,849.42
BulkRichardsonNumber,0.21
BulkRichardsonNumberusingCAPV,2.26
Temp[K]oftheLiftedCondensationLevel,285.50
Pres[hPa]oftheLiftedCondensationLevel,869.59
Meanmixedlayerpotentialtemperature,297.15
Meanmixedlayermixingratio,10.50
1000hPato500hPathickness,5727.00
Precipitablewater[mm]forentiresounding,19.75
