Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141216/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.23
Liftedindex,3.71
LIFTcomputedusingvirtualtemperature,3.45
SWEATindex,101.80
Kindex,9.50
Crosstotalsindex,12.10
Verticaltotalsindex,27.10
Totalstotalsindex,39.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.83
Pres[hPa]oftheLiftedCondensationLevel,868.78
Meanmixedlayerpotentialtemperature,296.52
Meanmixedlayermixingratio,10.04
1000hPato500hPathickness,5709.00
Precipitablewater[mm]forentiresounding,25.47
