Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150730/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.59
Liftedindex,5.32
LIFTcomputedusingvirtualtemperature,5.24
SWEATindex,64.81
Kindex,-11.70
Crosstotalsindex,20.30
Verticaltotalsindex,23.90
Totalstotalsindex,44.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.61
Pres[hPa]oftheLiftedCondensationLevel,931.61
Meanmixedlayerpotentialtemperature,287.38
Meanmixedlayermixingratio,7.54
1000hPato500hPathickness,5543.00
Precipitablewater[mm]forentiresounding,17.44
