Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110531/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.64
Liftedindex,0.74
LIFTcomputedusingvirtualtemperature,0.63
SWEATindex,168.99
Kindex,18.80
Crosstotalsindex,25.40
Verticaltotalsindex,29.30
Totalstotalsindex,54.70
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.29
Pres[hPa]oftheLiftedCondensationLevel,882.68
Meanmixedlayerpotentialtemperature,288.41
Meanmixedlayermixingratio,6.33
1000hPato500hPathickness,5461.00
Precipitablewater[mm]forentiresounding,15.95
