Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131125/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.50
Liftedindex,1.27
LIFTcomputedusingvirtualtemperature,0.72
SWEATindex,77.99
Kindex,5.10
Crosstotalsindex,5.30
Verticaltotalsindex,24.30
Totalstotalsindex,29.60
ConvectiveAvailablePotentialEnergy,58.26
CAPEusingvirtualtemperature,131.69
ConvectiveInhibition,-1.30
CINSusingvirtualtemperature,-0.60
EquilibrumLevel,381.82
EquilibrumLevelusingvirtualtemperature,373.84
LevelofFreeConvection,876.67
LFCTusingvirtualtemperature,880.60
BulkRichardsonNumber,0.66
BulkRichardsonNumberusingCAPV,1.48
Temp[K]oftheLiftedCondensationLevel,288.01
Pres[hPa]oftheLiftedCondensationLevel,888.11
Meanmixedlayerpotentialtemperature,297.96
Meanmixedlayermixingratio,12.12
1000hPato500hPathickness,5687.00
Precipitablewater[mm]forentiresounding,23.82
