Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100703/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,19.10
Liftedindex,16.11
LIFTcomputedusingvirtualtemperature,16.01
SWEATindex,186.84
Kindex,-18.70
Crosstotalsindex,-10.90
Verticaltotalsindex,20.10
Totalstotalsindex,9.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.37
Pres[hPa]oftheLiftedCondensationLevel,927.59
Meanmixedlayerpotentialtemperature,284.42
Meanmixedlayermixingratio,6.03
1000hPato500hPathickness,5581.00
Precipitablewater[mm]forentiresounding,11.74
