Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130919/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.96
Liftedindex,1.74
LIFTcomputedusingvirtualtemperature,1.49
SWEATindex,79.02
Kindex,8.90
Crosstotalsindex,8.90
Verticaltotalsindex,32.90
Totalstotalsindex,41.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.18
Pres[hPa]oftheLiftedCondensationLevel,805.45
Meanmixedlayerpotentialtemperature,295.94
Meanmixedlayermixingratio,7.43
1000hPato500hPathickness,5622.00
Precipitablewater[mm]forentiresounding,11.90
