Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130812/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.03
Liftedindex,12.90
LIFTcomputedusingvirtualtemperature,12.89
SWEATindex,115.39
Kindex,15.70
Crosstotalsindex,11.50
Verticaltotalsindex,23.50
Totalstotalsindex,35.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,275.15
Pres[hPa]oftheLiftedCondensationLevel,807.49
Meanmixedlayerpotentialtemperature,292.50
Meanmixedlayermixingratio,5.56
1000hPato500hPathickness,5621.00
Precipitablewater[mm]forentiresounding,19.15
