Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100626/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.07
Liftedindex,5.65
LIFTcomputedusingvirtualtemperature,5.41
SWEATindex,154.58
Kindex,12.20
Crosstotalsindex,19.80
Verticaltotalsindex,20.90
Totalstotalsindex,40.70
ConvectiveAvailablePotentialEnergy,3.54
CAPEusingvirtualtemperature,14.70
ConvectiveInhibition,-103.44
CINSusingvirtualtemperature,-83.62
EquilibrumLevel,677.68
EquilibrumLevelusingvirtualtemperature,672.89
LevelofFreeConvection,714.59
LFCTusingvirtualtemperature,733.24
BulkRichardsonNumber,0.16
BulkRichardsonNumberusingCAPV,0.65
Temp[K]oftheLiftedCondensationLevel,285.59
Pres[hPa]oftheLiftedCondensationLevel,964.80
Meanmixedlayerpotentialtemperature,288.54
Meanmixedlayermixingratio,9.49
1000hPato500hPathickness,5562.00
Precipitablewater[mm]forentiresounding,22.88
