Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130609/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.37
Liftedindex,8.66
LIFTcomputedusingvirtualtemperature,8.37
SWEATindex,142.61
Kindex,22.00
Crosstotalsindex,16.40
Verticaltotalsindex,16.90
Totalstotalsindex,33.30
ConvectiveAvailablePotentialEnergy,1.28
CAPEusingvirtualtemperature,2.04
ConvectiveInhibition,-19.28
CINSusingvirtualtemperature,-17.56
EquilibrumLevel,841.22
EquilibrumLevelusingvirtualtemperature,813.82
LevelofFreeConvection,885.81
LFCTusingvirtualtemperature,890.99
BulkRichardsonNumber,0.07
BulkRichardsonNumberusingCAPV,0.12
Temp[K]oftheLiftedCondensationLevel,285.71
Pres[hPa]oftheLiftedCondensationLevel,948.31
Meanmixedlayerpotentialtemperature,290.09
Meanmixedlayermixingratio,9.76
1000hPato500hPathickness,5600.00
Precipitablewater[mm]forentiresounding,32.06
