Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151018/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.27
Liftedindex,1.33
LIFTcomputedusingvirtualtemperature,0.91
SWEATindex,121.60
Kindex,-19.30
Crosstotalsindex,17.90
Verticaltotalsindex,21.90
Totalstotalsindex,39.80
ConvectiveAvailablePotentialEnergy,41.60
CAPEusingvirtualtemperature,68.17
ConvectiveInhibition,-5.35
CINSusingvirtualtemperature,-1.09
EquilibrumLevel,788.56
EquilibrumLevelusingvirtualtemperature,778.90
LevelofFreeConvection,912.80
LFCTusingvirtualtemperature,927.43
BulkRichardsonNumber,3.11
BulkRichardsonNumberusingCAPV,5.10
Temp[K]oftheLiftedCondensationLevel,287.74
Pres[hPa]oftheLiftedCondensationLevel,934.68
Meanmixedlayerpotentialtemperature,293.35
Meanmixedlayermixingratio,11.30
1000hPato500hPathickness,5629.00
Precipitablewater[mm]forentiresounding,20.73
