Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140714/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,16.01
Liftedindex,16.18
LIFTcomputedusingvirtualtemperature,16.21
SWEATindex,198.77
Kindex,-34.90
Crosstotalsindex,9.50
Verticaltotalsindex,15.50
Totalstotalsindex,25.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.91
Pres[hPa]oftheLiftedCondensationLevel,906.45
Meanmixedlayerpotentialtemperature,285.83
Meanmixedlayermixingratio,5.97
1000hPato500hPathickness,5545.00
Precipitablewater[mm]forentiresounding,15.52
