Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151230/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.65
Liftedindex,9.30
LIFTcomputedusingvirtualtemperature,8.98
SWEATindex,137.39
Kindex,2.10
Crosstotalsindex,9.90
Verticaltotalsindex,17.90
Totalstotalsindex,27.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.89
Pres[hPa]oftheLiftedCondensationLevel,822.92
Meanmixedlayerpotentialtemperature,296.99
Meanmixedlayermixingratio,8.11
1000hPato500hPathickness,5696.00
Precipitablewater[mm]forentiresounding,20.08
