Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140915/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.71
Liftedindex,3.32
LIFTcomputedusingvirtualtemperature,3.09
SWEATindex,62.19
Kindex,23.90
Crosstotalsindex,17.70
Verticaltotalsindex,26.70
Totalstotalsindex,44.40
ConvectiveAvailablePotentialEnergy,15.10
CAPEusingvirtualtemperature,24.27
ConvectiveInhibition,-175.22
CINSusingvirtualtemperature,-148.97
EquilibrumLevel,654.33
EquilibrumLevelusingvirtualtemperature,643.81
LevelofFreeConvection,727.60
LFCTusingvirtualtemperature,735.67
BulkRichardsonNumber,0.73
BulkRichardsonNumberusingCAPV,1.17
Temp[K]oftheLiftedCondensationLevel,282.52
Pres[hPa]oftheLiftedCondensationLevel,900.58
Meanmixedlayerpotentialtemperature,291.11
Meanmixedlayermixingratio,8.28
1000hPato500hPathickness,5553.00
Precipitablewater[mm]forentiresounding,20.14
