Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110704/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.67
Liftedindex,14.97
LIFTcomputedusingvirtualtemperature,14.84
SWEATindex,107.79
Kindex,3.90
Crosstotalsindex,7.90
Verticaltotalsindex,12.50
Totalstotalsindex,20.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.65
Pres[hPa]oftheLiftedCondensationLevel,930.57
Meanmixedlayerpotentialtemperature,288.54
Meanmixedlayermixingratio,8.11
1000hPato500hPathickness,5621.00
Precipitablewater[mm]forentiresounding,17.32
