Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101222/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.60
Liftedindex,5.19
LIFTcomputedusingvirtualtemperature,5.35
SWEATindex,167.01
Kindex,28.90
Crosstotalsindex,17.50
Verticaltotalsindex,20.10
Totalstotalsindex,37.60
ConvectiveAvailablePotentialEnergy,0.12
CAPEusingvirtualtemperature,0.54
ConvectiveInhibition,-18.98
CINSusingvirtualtemperature,-14.15
EquilibrumLevel,864.18
EquilibrumLevelusingvirtualtemperature,863.16
LevelofFreeConvection,876.14
LFCTusingvirtualtemperature,880.59
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.01
Temp[K]oftheLiftedCondensationLevel,287.58
Pres[hPa]oftheLiftedCondensationLevel,920.45
Meanmixedlayerpotentialtemperature,294.48
Meanmixedlayermixingratio,11.37
1000hPato500hPathickness,5707.00
Precipitablewater[mm]forentiresounding,47.69
