Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121101/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.53
Liftedindex,4.09
LIFTcomputedusingvirtualtemperature,3.70
SWEATindex,94.99
Kindex,-0.50
Crosstotalsindex,12.50
Verticaltotalsindex,24.50
Totalstotalsindex,37.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,1.01
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-214.14
EquilibrumLevelusingvirtualtemperature,711.47
LFCTusingvirtualtemperature,729.60
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.02
Temp[K]oftheLiftedCondensationLevel,286.69
Pres[hPa]oftheLiftedCondensationLevel,912.52
Meanmixedlayerpotentialtemperature,294.30
Meanmixedlayermixingratio,10.81
1000hPato500hPathickness,5683.00
Precipitablewater[mm]forentiresounding,24.44
