Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151005/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.28
Liftedindex,8.42
LIFTcomputedusingvirtualtemperature,8.20
SWEATindex,27.00
Kindex,-12.90
Crosstotalsindex,0.90
Verticaltotalsindex,28.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.72
Pres[hPa]oftheLiftedCondensationLevel,747.06
Meanmixedlayerpotentialtemperature,297.52
Meanmixedlayermixingratio,5.67
1000hPato500hPathickness,5680.00
Precipitablewater[mm]forentiresounding,11.43
