Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100310/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.99
Liftedindex,0.92
LIFTcomputedusingvirtualtemperature,0.13
SWEATindex,193.00
Kindex,12.30
Crosstotalsindex,18.70
Verticaltotalsindex,20.30
Totalstotalsindex,39.00
ConvectiveAvailablePotentialEnergy,279.39
CAPEusingvirtualtemperature,444.59
ConvectiveInhibition,-27.13
CINSusingvirtualtemperature,-20.22
EquilibrumLevel,266.62
EquilibrumLevelusingvirtualtemperature,266.32
LevelofFreeConvection,859.07
LFCTusingvirtualtemperature,867.75
BulkRichardsonNumber,200.92
BulkRichardsonNumberusingCAPV,319.71
Temp[K]oftheLiftedCondensationLevel,292.36
Pres[hPa]oftheLiftedCondensationLevel,930.40
Meanmixedlayerpotentialtemperature,298.46
Meanmixedlayermixingratio,15.32
1000hPato500hPathickness,5735.00
Precipitablewater[mm]forentiresounding,38.74
