Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140130/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.90
Liftedindex,9.42
LIFTcomputedusingvirtualtemperature,9.05
SWEATindex,150.80
Kindex,-24.10
Crosstotalsindex,14.10
Verticaltotalsindex,16.50
Totalstotalsindex,30.60
ConvectiveAvailablePotentialEnergy,0.03
CAPEusingvirtualtemperature,0.75
ConvectiveInhibition,-15.49
CINSusingvirtualtemperature,-11.03
EquilibrumLevel,788.50
EquilibrumLevelusingvirtualtemperature,788.16
LevelofFreeConvection,796.26
LFCTusingvirtualtemperature,800.64
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.07
Temp[K]oftheLiftedCondensationLevel,282.69
Pres[hPa]oftheLiftedCondensationLevel,847.10
Meanmixedlayerpotentialtemperature,296.43
Meanmixedlayermixingratio,8.91
1000hPato500hPathickness,5729.00
Precipitablewater[mm]forentiresounding,20.51
