Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151026/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.41
Liftedindex,1.46
LIFTcomputedusingvirtualtemperature,1.18
SWEATindex,144.40
Kindex,29.90
Crosstotalsindex,19.90
Verticaltotalsindex,25.90
Totalstotalsindex,45.80
ConvectiveAvailablePotentialEnergy,5.12
CAPEusingvirtualtemperature,12.95
ConvectiveInhibition,-171.55
CINSusingvirtualtemperature,-142.96
EquilibrumLevel,571.16
EquilibrumLevelusingvirtualtemperature,559.39
LevelofFreeConvection,701.80
LFCTusingvirtualtemperature,711.05
BulkRichardsonNumber,0.25
BulkRichardsonNumberusingCAPV,0.63
Temp[K]oftheLiftedCondensationLevel,286.15
Pres[hPa]oftheLiftedCondensationLevel,908.33
Meanmixedlayerpotentialtemperature,294.13
Meanmixedlayermixingratio,10.47
1000hPato500hPathickness,5634.00
Precipitablewater[mm]forentiresounding,31.46
