Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121106/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.15
Liftedindex,7.59
LIFTcomputedusingvirtualtemperature,7.27
SWEATindex,50.00
Kindex,-7.10
Crosstotalsindex,3.30
Verticaltotalsindex,20.30
Totalstotalsindex,23.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-13.39
EquilibrumLevelusingvirtualtemperature,860.65
LFCTusingvirtualtemperature,863.23
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.27
Pres[hPa]oftheLiftedCondensationLevel,896.04
Meanmixedlayerpotentialtemperature,293.34
Meanmixedlayermixingratio,9.37
1000hPato500hPathickness,5675.00
Precipitablewater[mm]forentiresounding,19.87
