Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120627/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.55
Liftedindex,8.13
LIFTcomputedusingvirtualtemperature,8.31
SWEATindex,196.94
Kindex,26.40
Crosstotalsindex,19.40
Verticaltotalsindex,21.10
Totalstotalsindex,40.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.18
Pres[hPa]oftheLiftedCondensationLevel,974.66
Meanmixedlayerpotentialtemperature,286.29
Meanmixedlayermixingratio,8.54
1000hPato500hPathickness,5561.00
Precipitablewater[mm]forentiresounding,31.72
