Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110523/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.85
Liftedindex,1.05
LIFTcomputedusingvirtualtemperature,0.84
SWEATindex,188.82
Kindex,29.70
Crosstotalsindex,21.20
Verticaltotalsindex,25.50
Totalstotalsindex,46.70
ConvectiveAvailablePotentialEnergy,19.47
CAPEusingvirtualtemperature,27.25
ConvectiveInhibition,-139.74
CINSusingvirtualtemperature,-116.69
EquilibrumLevel,688.32
EquilibrumLevelusingvirtualtemperature,685.46
LevelofFreeConvection,753.45
LFCTusingvirtualtemperature,759.36
BulkRichardsonNumber,0.30
BulkRichardsonNumberusingCAPV,0.43
Temp[K]oftheLiftedCondensationLevel,287.09
Pres[hPa]oftheLiftedCondensationLevel,932.72
Meanmixedlayerpotentialtemperature,292.88
Meanmixedlayermixingratio,10.86
1000hPato500hPathickness,5629.00
Precipitablewater[mm]forentiresounding,27.61
