Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151013/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.85
Liftedindex,1.36
LIFTcomputedusingvirtualtemperature,1.15
SWEATindex,124.82
Kindex,28.70
Crosstotalsindex,20.30
Verticaltotalsindex,29.30
Totalstotalsindex,49.60
ConvectiveAvailablePotentialEnergy,12.78
CAPEusingvirtualtemperature,21.63
ConvectiveInhibition,-382.84
CINSusingvirtualtemperature,-350.84
EquilibrumLevel,604.11
EquilibrumLevelusingvirtualtemperature,600.43
LevelofFreeConvection,676.76
LFCTusingvirtualtemperature,683.08
BulkRichardsonNumber,0.76
BulkRichardsonNumberusingCAPV,1.28
Temp[K]oftheLiftedCondensationLevel,283.93
Pres[hPa]oftheLiftedCondensationLevel,888.32
Meanmixedlayerpotentialtemperature,293.71
Meanmixedlayermixingratio,9.26
1000hPato500hPathickness,5622.00
Precipitablewater[mm]forentiresounding,26.78
