Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150318/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.29
Liftedindex,2.72
LIFTcomputedusingvirtualtemperature,2.74
SWEATindex,196.00
Kindex,33.20
Crosstotalsindex,21.30
Verticaltotalsindex,21.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,0.01
CAPEusingvirtualtemperature,0.01
ConvectiveInhibition,-11.75
CINSusingvirtualtemperature,-12.89
EquilibrumLevel,839.96
EquilibrumLevelusingvirtualtemperature,840.41
LevelofFreeConvection,844.34
LFCTusingvirtualtemperature,844.38
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.12
Pres[hPa]oftheLiftedCondensationLevel,900.23
Meanmixedlayerpotentialtemperature,295.89
Meanmixedlayermixingratio,11.27
1000hPato500hPathickness,5674.00
Precipitablewater[mm]forentiresounding,46.84
