Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130729/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.47
Liftedindex,6.57
LIFTcomputedusingvirtualtemperature,6.35
SWEATindex,74.38
Kindex,-11.80
Crosstotalsindex,15.20
Verticaltotalsindex,19.50
Totalstotalsindex,34.70
ConvectiveAvailablePotentialEnergy,19.76
CAPEusingvirtualtemperature,31.34
ConvectiveInhibition,-40.96
CINSusingvirtualtemperature,-30.83
EquilibrumLevel,794.64
EquilibrumLevelusingvirtualtemperature,792.60
LevelofFreeConvection,864.35
LFCTusingvirtualtemperature,875.14
BulkRichardsonNumber,1.55
BulkRichardsonNumberusingCAPV,2.46
Temp[K]oftheLiftedCondensationLevel,283.17
Pres[hPa]oftheLiftedCondensationLevel,923.10
Meanmixedlayerpotentialtemperature,289.73
Meanmixedlayermixingratio,8.48
1000hPato500hPathickness,5599.00
Precipitablewater[mm]forentiresounding,15.70
