PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1026.0,5,23.6,16.6,65,11.71,205,5,294.6,328.4,296.6
1023.0,30,22.2,15.2,65,10.72,202,5,293.4,324.3,295.3
1000.0,224,20.6,16.2,76,11.71,175,4,293.8,327.4,295.8
999.0,233,20.5,16.2,76,11.70,170,4,293.8,327.4,295.8
928.0,865,15.2,13.6,90,10.66,100,10,294.6,325.4,296.5
925.0,893,15.0,13.5,91,10.62,100,9,294.6,325.3,296.5
916.0,976,14.4,12.8,90,10.24,102,9,294.9,324.5,296.7
885.0,1267,13.6,6.3,61,6.82,110,10,297.0,317.2,298.2
876.0,1353,13.4,4.4,54,6.02,110,11,297.6,315.6,298.7
866.0,1450,14.4,-1.6,33,3.95,110,11,299.6,311.8,300.3
855.0,1558,13.6,1.8,45,5.12,110,12,299.8,315.4,300.8
853.0,1577,13.4,2.4,47,5.36,112,11,299.9,316.1,300.8
850.0,1607,13.0,2.0,47,5.23,115,10,299.8,315.6,300.7
838.0,1725,12.4,1.2,47,5.02,135,12,300.3,315.6,301.2
801.0,2098,10.4,-1.2,44,4.40,145,18,302.1,315.7,302.9
783.0,2287,9.4,-2.4,43,4.11,140,18,303.1,315.9,303.8
736.0,2799,6.8,-5.7,41,3.41,125,15,305.5,316.4,306.2
716.0,3027,5.6,-7.2,39,3.13,140,17,306.6,316.7,307.2
700.0,3214,4.6,-8.4,38,2.91,135,12,307.6,316.9,308.1
699.0,3226,4.5,-8.6,38,2.87,135,12,307.6,316.9,308.1
685.0,3390,3.6,-11.4,32,2.35,161,12,308.3,316.0,308.8
683.0,3414,3.4,-11.2,33,2.39,165,12,308.4,316.2,308.8
671.0,3557,2.3,-9.9,40,2.69,160,13,308.7,317.5,309.2
657.0,3727,1.0,-8.4,49,3.10,180,10,309.1,319.1,309.7
655.0,3751,0.8,-8.2,51,3.16,181,10,309.1,319.4,309.8
645.0,3875,0.8,-13.2,34,2.15,187,10,310.5,317.7,310.9
622.0,4166,0.2,-15.8,29,1.80,200,10,313.1,319.2,313.4
602.0,4425,-1.4,-19.4,24,1.37,185,10,314.2,318.9,314.4
565.0,4929,-4.5,-26.5,16,0.78,182,10,316.2,319.1,316.4
534.0,5370,-6.9,-26.5,19,0.83,180,10,318.6,321.5,318.7
526.0,5488,-7.5,-26.5,20,0.84,186,10,319.2,322.2,319.3
505.0,5803,-9.9,-33.9,12,0.43,201,9,320.0,321.6,320.1
500.0,5880,-10.5,-30.5,18,0.61,205,9,320.2,322.4,320.3
