Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121112/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.21
Liftedindex,8.27
LIFTcomputedusingvirtualtemperature,8.03
SWEATindex,107.20
Kindex,-27.60
Crosstotalsindex,14.60
Verticaltotalsindex,17.30
Totalstotalsindex,31.90
ConvectiveAvailablePotentialEnergy,18.46
CAPEusingvirtualtemperature,26.05
ConvectiveInhibition,-3.17
CINSusingvirtualtemperature,-1.64
EquilibrumLevel,805.32
EquilibrumLevelusingvirtualtemperature,803.03
LevelofFreeConvection,880.16
LFCTusingvirtualtemperature,890.67
BulkRichardsonNumber,2.61
BulkRichardsonNumberusingCAPV,3.68
Temp[K]oftheLiftedCondensationLevel,282.80
Pres[hPa]oftheLiftedCondensationLevel,897.86
Meanmixedlayerpotentialtemperature,291.65
Meanmixedlayermixingratio,8.46
1000hPato500hPathickness,5617.00
Precipitablewater[mm]forentiresounding,17.42
