Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110219/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.31
Liftedindex,0.84
LIFTcomputedusingvirtualtemperature,0.30
Kindex,20.30
Crosstotalsindex,10.50
Verticaltotalsindex,21.50
Totalstotalsindex,32.00
ConvectiveAvailablePotentialEnergy,8.66
CAPEusingvirtualtemperature,34.65
ConvectiveInhibition,-2.31
CINSusingvirtualtemperature,-1.96
EquilibrumLevel,333.53
EquilibrumLevelusingvirtualtemperature,283.39
LevelofFreeConvection,917.88
LFCTusingvirtualtemperature,918.58
Temp[K]oftheLiftedCondensationLevel,292.42
Pres[hPa]oftheLiftedCondensationLevel,930.51
Meanmixedlayerpotentialtemperature,298.51
Meanmixedlayermixingratio,15.37
1000hPato500hPathickness,5765.00
Precipitablewater[mm]forentiresounding,43.86
