Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150801/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.10
Liftedindex,9.69
LIFTcomputedusingvirtualtemperature,9.55
SWEATindex,34.98
Kindex,-2.30
Crosstotalsindex,8.50
Verticaltotalsindex,23.50
Totalstotalsindex,32.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.44
Pres[hPa]oftheLiftedCondensationLevel,911.81
Meanmixedlayerpotentialtemperature,288.98
Meanmixedlayermixingratio,7.60
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,15.58
