Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131019/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.99
Liftedindex,10.61
LIFTcomputedusingvirtualtemperature,10.35
SWEATindex,103.60
Kindex,14.60
Crosstotalsindex,13.60
Verticaltotalsindex,17.30
Totalstotalsindex,30.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.61
Pres[hPa]oftheLiftedCondensationLevel,874.94
Meanmixedlayerpotentialtemperature,292.58
Meanmixedlayermixingratio,8.01
1000hPato500hPathickness,5613.00
Precipitablewater[mm]forentiresounding,21.68
