Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120830/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.31
Liftedindex,1.68
LIFTcomputedusingvirtualtemperature,1.45
SWEATindex,68.01
Kindex,16.10
Crosstotalsindex,16.10
Verticaltotalsindex,29.10
Totalstotalsindex,45.20
ConvectiveAvailablePotentialEnergy,5.01
CAPEusingvirtualtemperature,8.15
ConvectiveInhibition,-505.90
CINSusingvirtualtemperature,-450.00
EquilibrumLevel,525.99
EquilibrumLevelusingvirtualtemperature,521.95
LevelofFreeConvection,560.43
LFCTusingvirtualtemperature,563.65
BulkRichardsonNumber,0.54
BulkRichardsonNumberusingCAPV,0.88
Temp[K]oftheLiftedCondensationLevel,283.78
Pres[hPa]oftheLiftedCondensationLevel,918.96
Meanmixedlayerpotentialtemperature,290.72
Meanmixedlayermixingratio,8.83
1000hPato500hPathickness,5581.00
Precipitablewater[mm]forentiresounding,21.93
