Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120814/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.04
Liftedindex,8.67
LIFTcomputedusingvirtualtemperature,8.53
SWEATindex,30.01
Kindex,-14.70
Crosstotalsindex,13.50
Verticaltotalsindex,21.50
Totalstotalsindex,35.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.01
Pres[hPa]oftheLiftedCondensationLevel,886.64
Meanmixedlayerpotentialtemperature,287.74
Meanmixedlayermixingratio,6.20
1000hPato500hPathickness,5507.00
Precipitablewater[mm]forentiresounding,11.06
