Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151219/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.95
Liftedindex,7.59
LIFTcomputedusingvirtualtemperature,7.23
SWEATindex,138.58
Kindex,-2.20
Crosstotalsindex,16.40
Verticaltotalsindex,17.50
Totalstotalsindex,33.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.46
Pres[hPa]oftheLiftedCondensationLevel,857.21
Meanmixedlayerpotentialtemperature,296.23
Meanmixedlayermixingratio,9.28
1000hPato500hPathickness,5709.00
Precipitablewater[mm]forentiresounding,20.21
