Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131111/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.65
Liftedindex,-1.33
LIFTcomputedusingvirtualtemperature,-1.53
SWEATindex,76.21
Kindex,25.60
Crosstotalsindex,15.50
Verticaltotalsindex,27.50
Totalstotalsindex,43.00
ConvectiveAvailablePotentialEnergy,147.55
CAPEusingvirtualtemperature,198.19
ConvectiveInhibition,-152.36
CINSusingvirtualtemperature,-106.87
EquilibrumLevel,308.91
EquilibrumLevelusingvirtualtemperature,308.74
LevelofFreeConvection,685.04
LFCTusingvirtualtemperature,706.20
BulkRichardsonNumber,9.25
BulkRichardsonNumberusingCAPV,12.42
Temp[K]oftheLiftedCondensationLevel,287.81
Pres[hPa]oftheLiftedCondensationLevel,909.72
Meanmixedlayerpotentialtemperature,295.71
Meanmixedlayermixingratio,11.68
1000hPato500hPathickness,5662.00
Precipitablewater[mm]forentiresounding,32.39
