Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150725/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.52
Liftedindex,9.55
LIFTcomputedusingvirtualtemperature,9.59
SWEATindex,221.92
Kindex,22.90
Crosstotalsindex,12.70
Verticaltotalsindex,21.70
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.69
Pres[hPa]oftheLiftedCondensationLevel,891.43
Meanmixedlayerpotentialtemperature,291.11
Meanmixedlayermixingratio,7.93
1000hPato500hPathickness,5624.00
Precipitablewater[mm]forentiresounding,30.89
