Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160417/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.70
Liftedindex,3.99
LIFTcomputedusingvirtualtemperature,3.77
SWEATindex,102.38
Kindex,10.70
Crosstotalsindex,13.50
Verticaltotalsindex,21.50
Totalstotalsindex,35.00
ConvectiveAvailablePotentialEnergy,7.47
CAPEusingvirtualtemperature,44.43
ConvectiveInhibition,-73.64
CINSusingvirtualtemperature,-51.82
EquilibrumLevel,693.58
EquilibrumLevelusingvirtualtemperature,670.81
LevelofFreeConvection,815.07
LFCTusingvirtualtemperature,830.94
BulkRichardsonNumber,0.50
BulkRichardsonNumberusingCAPV,2.99
Temp[K]oftheLiftedCondensationLevel,287.50
Pres[hPa]oftheLiftedCondensationLevel,927.26
Meanmixedlayerpotentialtemperature,293.79
Meanmixedlayermixingratio,11.22
1000hPato500hPathickness,5648.00
Precipitablewater[mm]forentiresounding,23.82
