Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140511/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.65
Liftedindex,3.97
LIFTcomputedusingvirtualtemperature,3.68
SWEATindex,105.81
Kindex,10.90
Crosstotalsindex,19.10
Verticaltotalsindex,22.50
Totalstotalsindex,41.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.36
Pres[hPa]oftheLiftedCondensationLevel,916.72
Meanmixedlayerpotentialtemperature,291.52
Meanmixedlayermixingratio,9.21
1000hPato500hPathickness,5583.00
Precipitablewater[mm]forentiresounding,23.22
