Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120710/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.34
Liftedindex,2.74
LIFTcomputedusingvirtualtemperature,2.74
SWEATindex,128.22
Kindex,12.20
Crosstotalsindex,21.40
Verticaltotalsindex,22.10
Totalstotalsindex,43.50
ConvectiveAvailablePotentialEnergy,46.32
CAPEusingvirtualtemperature,55.27
ConvectiveInhibition,-10.87
CINSusingvirtualtemperature,-8.08
EquilibrumLevel,747.39
EquilibrumLevelusingvirtualtemperature,747.05
LevelofFreeConvection,910.34
LFCTusingvirtualtemperature,916.26
BulkRichardsonNumber,2.00
BulkRichardsonNumberusingCAPV,2.39
Temp[K]oftheLiftedCondensationLevel,284.44
Pres[hPa]oftheLiftedCondensationLevel,937.13
Meanmixedlayerpotentialtemperature,289.78
Meanmixedlayermixingratio,9.07
1000hPato500hPathickness,5550.00
Precipitablewater[mm]forentiresounding,27.74
