Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101227/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.33
Liftedindex,-1.03
LIFTcomputedusingvirtualtemperature,-1.23
SWEATindex,321.99
Kindex,35.30
Crosstotalsindex,19.40
Verticaltotalsindex,21.50
Totalstotalsindex,40.90
ConvectiveAvailablePotentialEnergy,278.74
CAPEusingvirtualtemperature,348.08
ConvectiveInhibition,-14.24
CINSusingvirtualtemperature,-7.05
EquilibrumLevel,380.07
EquilibrumLevelusingvirtualtemperature,366.42
LevelofFreeConvection,856.02
LFCTusingvirtualtemperature,873.03
BulkRichardsonNumber,3.47
BulkRichardsonNumberusingCAPV,4.33
Temp[K]oftheLiftedCondensationLevel,295.46
Pres[hPa]oftheLiftedCondensationLevel,966.97
Meanmixedlayerpotentialtemperature,298.33
Meanmixedlayermixingratio,17.92
1000hPato500hPathickness,5778.00
Precipitablewater[mm]forentiresounding,62.04
