Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150911/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.23
Liftedindex,5.12
LIFTcomputedusingvirtualtemperature,4.96
SWEATindex,123.41
Kindex,-1.10
Crosstotalsindex,22.90
Verticaltotalsindex,23.70
Totalstotalsindex,46.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.26
Pres[hPa]oftheLiftedCondensationLevel,885.53
Meanmixedlayerpotentialtemperature,290.18
Meanmixedlayermixingratio,7.21
1000hPato500hPathickness,5568.00
Precipitablewater[mm]forentiresounding,19.78
