Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150214/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.92
Liftedindex,2.63
LIFTcomputedusingvirtualtemperature,2.16
SWEATindex,310.56
Kindex,-7.60
Crosstotalsindex,17.40
Verticaltotalsindex,20.50
Totalstotalsindex,37.90
ConvectiveAvailablePotentialEnergy,24.29
CAPEusingvirtualtemperature,40.83
ConvectiveInhibition,-6.25
CINSusingvirtualtemperature,-2.19
EquilibrumLevel,767.48
EquilibrumLevelusingvirtualtemperature,761.28
LevelofFreeConvection,888.66
LFCTusingvirtualtemperature,902.41
BulkRichardsonNumber,1.26
BulkRichardsonNumberusingCAPV,2.11
Temp[K]oftheLiftedCondensationLevel,287.97
Pres[hPa]oftheLiftedCondensationLevel,907.00
Meanmixedlayerpotentialtemperature,296.13
Meanmixedlayermixingratio,11.84
1000hPato500hPathickness,5677.00
Precipitablewater[mm]forentiresounding,29.00
