Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150304/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.22
Liftedindex,7.69
LIFTcomputedusingvirtualtemperature,7.32
SWEATindex,32.98
Kindex,-7.10
Crosstotalsindex,-10.90
Verticaltotalsindex,24.10
Totalstotalsindex,13.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.76
Pres[hPa]oftheLiftedCondensationLevel,877.38
Meanmixedlayerpotentialtemperature,297.70
Meanmixedlayermixingratio,11.30
1000hPato500hPathickness,5782.00
Precipitablewater[mm]forentiresounding,25.40
