Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150719/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.78
Liftedindex,9.21
LIFTcomputedusingvirtualtemperature,9.09
SWEATindex,98.01
Kindex,-19.40
Crosstotalsindex,19.40
Verticaltotalsindex,23.10
Totalstotalsindex,42.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.51
Pres[hPa]oftheLiftedCondensationLevel,918.64
Meanmixedlayerpotentialtemperature,285.35
Meanmixedlayermixingratio,6.17
1000hPato500hPathickness,5490.00
Precipitablewater[mm]forentiresounding,17.29
