Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111014/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.45
Liftedindex,-1.83
LIFTcomputedusingvirtualtemperature,-2.29
SWEATindex,126.18
Kindex,27.60
Crosstotalsindex,22.00
Verticaltotalsindex,25.50
Totalstotalsindex,47.50
ConvectiveAvailablePotentialEnergy,306.26
CAPEusingvirtualtemperature,410.35
ConvectiveInhibition,-0.16
CINSusingvirtualtemperature,-0.06
EquilibrumLevel,388.21
EquilibrumLevelusingvirtualtemperature,386.63
LevelofFreeConvection,948.57
LFCTusingvirtualtemperature,952.74
BulkRichardsonNumber,12.91
BulkRichardsonNumberusingCAPV,17.30
Temp[K]oftheLiftedCondensationLevel,289.76
Pres[hPa]oftheLiftedCondensationLevel,964.01
Meanmixedlayerpotentialtemperature,292.82
Meanmixedlayermixingratio,12.49
1000hPato500hPathickness,5619.00
Precipitablewater[mm]forentiresounding,31.49
