Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120331/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.34
Liftedindex,7.23
LIFTcomputedusingvirtualtemperature,6.87
SWEATindex,274.36
Kindex,8.80
Crosstotalsindex,13.60
Verticaltotalsindex,18.50
Totalstotalsindex,32.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,3.67
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-73.42
EquilibrumLevelusingvirtualtemperature,727.17
LFCTusingvirtualtemperature,759.25
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.90
Temp[K]oftheLiftedCondensationLevel,286.71
Pres[hPa]oftheLiftedCondensationLevel,912.32
Meanmixedlayerpotentialtemperature,294.35
Meanmixedlayermixingratio,10.82
1000hPato500hPathickness,5667.00
Precipitablewater[mm]forentiresounding,23.98
