Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110427/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.82
Liftedindex,2.31
LIFTcomputedusingvirtualtemperature,2.04
SWEATindex,150.41
Kindex,-6.40
Crosstotalsindex,20.40
Verticaltotalsindex,22.90
Totalstotalsindex,43.30
ConvectiveAvailablePotentialEnergy,4.97
CAPEusingvirtualtemperature,10.97
ConvectiveInhibition,-25.38
CINSusingvirtualtemperature,-20.09
EquilibrumLevel,812.07
EquilibrumLevelusingvirtualtemperature,794.01
LevelofFreeConvection,871.14
LFCTusingvirtualtemperature,887.36
BulkRichardsonNumber,0.43
BulkRichardsonNumberusingCAPV,0.95
Temp[K]oftheLiftedCondensationLevel,285.36
Pres[hPa]oftheLiftedCondensationLevel,930.09
Meanmixedlayerpotentialtemperature,291.35
Meanmixedlayermixingratio,9.72
1000hPato500hPathickness,5590.00
Precipitablewater[mm]forentiresounding,21.76
