Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120818/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.62
Liftedindex,12.77
LIFTcomputedusingvirtualtemperature,12.70
SWEATindex,135.99
Kindex,9.10
Crosstotalsindex,11.70
Verticaltotalsindex,27.70
Totalstotalsindex,39.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,265.93
Pres[hPa]oftheLiftedCondensationLevel,754.75
Meanmixedlayerpotentialtemperature,288.21
Meanmixedlayermixingratio,2.97
1000hPato500hPathickness,5517.00
Precipitablewater[mm]forentiresounding,10.62
