Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110306/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.41
Liftedindex,4.55
LIFTcomputedusingvirtualtemperature,4.18
SWEATindex,170.58
Kindex,-12.70
Crosstotalsindex,16.50
Verticaltotalsindex,19.50
Totalstotalsindex,36.00
ConvectiveAvailablePotentialEnergy,1.02
CAPEusingvirtualtemperature,4.44
ConvectiveInhibition,-15.15
CINSusingvirtualtemperature,-10.20
EquilibrumLevel,835.01
EquilibrumLevelusingvirtualtemperature,831.71
LevelofFreeConvection,855.39
LFCTusingvirtualtemperature,869.89
BulkRichardsonNumber,0.18
BulkRichardsonNumberusingCAPV,0.77
Temp[K]oftheLiftedCondensationLevel,286.49
Pres[hPa]oftheLiftedCondensationLevel,903.35
Meanmixedlayerpotentialtemperature,294.94
Meanmixedlayermixingratio,10.78
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,24.69
