Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100423/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.54
Liftedindex,1.05
LIFTcomputedusingvirtualtemperature,0.60
SWEATindex,134.59
Kindex,15.60
Crosstotalsindex,17.40
Verticaltotalsindex,22.30
Totalstotalsindex,39.70
ConvectiveAvailablePotentialEnergy,11.64
CAPEusingvirtualtemperature,43.61
ConvectiveInhibition,-8.27
CINSusingvirtualtemperature,-5.58
EquilibrumLevel,563.72
EquilibrumLevelusingvirtualtemperature,469.01
LevelofFreeConvection,890.85
LFCTusingvirtualtemperature,911.44
BulkRichardsonNumber,1.25
BulkRichardsonNumberusingCAPV,4.67
Temp[K]oftheLiftedCondensationLevel,289.05
Pres[hPa]oftheLiftedCondensationLevel,933.04
Meanmixedlayerpotentialtemperature,294.85
Meanmixedlayermixingratio,12.34
1000hPato500hPathickness,5665.00
Precipitablewater[mm]forentiresounding,27.38
