Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100223/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.50
Liftedindex,-0.13
LIFTcomputedusingvirtualtemperature,-0.75
SWEATindex,171.60
Kindex,4.90
Crosstotalsindex,16.10
Verticaltotalsindex,25.10
Totalstotalsindex,41.20
ConvectiveAvailablePotentialEnergy,58.32
CAPEusingvirtualtemperature,119.66
ConvectiveInhibition,-136.34
CINSusingvirtualtemperature,-94.57
EquilibrumLevel,418.74
EquilibrumLevelusingvirtualtemperature,407.77
LevelofFreeConvection,775.13
LFCTusingvirtualtemperature,788.92
BulkRichardsonNumber,21.12
BulkRichardsonNumberusingCAPV,43.33
Temp[K]oftheLiftedCondensationLevel,291.46
Pres[hPa]oftheLiftedCondensationLevel,916.36
Meanmixedlayerpotentialtemperature,298.83
Meanmixedlayermixingratio,14.68
1000hPato500hPathickness,5762.00
Precipitablewater[mm]forentiresounding,33.33
