Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110619/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.69
Liftedindex,14.93
LIFTcomputedusingvirtualtemperature,14.91
SWEATindex,52.00
Kindex,-37.70
Crosstotalsindex,-4.90
Verticaltotalsindex,23.10
Totalstotalsindex,18.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.25
Pres[hPa]oftheLiftedCondensationLevel,860.37
Meanmixedlayerpotentialtemperature,286.30
Meanmixedlayermixingratio,4.86
1000hPato500hPathickness,5592.00
Precipitablewater[mm]forentiresounding,8.51
