Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101212/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.40
Liftedindex,2.25
LIFTcomputedusingvirtualtemperature,2.22
SWEATindex,227.82
Kindex,30.80
Crosstotalsindex,19.90
Verticaltotalsindex,20.90
Totalstotalsindex,40.80
ConvectiveAvailablePotentialEnergy,1.01
CAPEusingvirtualtemperature,4.34
ConvectiveInhibition,-66.06
CINSusingvirtualtemperature,-49.31
EquilibrumLevel,661.70
EquilibrumLevelusingvirtualtemperature,660.68
LevelofFreeConvection,682.76
LFCTusingvirtualtemperature,723.40
BulkRichardsonNumber,0.04
BulkRichardsonNumberusingCAPV,0.16
Temp[K]oftheLiftedCondensationLevel,291.55
Pres[hPa]oftheLiftedCondensationLevel,958.83
Meanmixedlayerpotentialtemperature,295.08
Meanmixedlayermixingratio,14.10
1000hPato500hPathickness,5724.00
Precipitablewater[mm]forentiresounding,48.35
